Unnamed: 0,Unnamed: 1,Unnamed: 2,Date,Time,Lane,Speed,Length,Headway,Gap,Class,Occupancy,Vehicle Count,Headway_Mean,Headway_Mean_Hours,Q (veh/h),Speed Inverse,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,SMS,Density
,,,20240728.0,248.8,3.0,77.0,4.06,35.8,35.61,2.0,189.0,26.0,22.15384615,0.006153846,162.5,0.012987013,,,,,,85.79414563914578,1.89406863125
,,,20240728.0,300.4,3.0,113.0,5.38,11.6,11.41,2.0,171.0,26.0,22.15384615,0.006153846,162.5,0.008849558,,,,,,85.79414563914578,1.89406863125
,,,20240728.0,330.8,3.0,99.0,4.47,30.4,30.23,2.0,162.0,26.0,22.15384615,0.006153846,162.5,0.01010101,,,,,,85.79414563914578,1.89406863125
,,,20240728.0,346.8,3.0,74.0,3.87,16.0,15.84,2.0,188.0,26.0,22.15384615,0.006153846,162.5,0.013513514,,,,,,85.79414563914578,1.89406863125
,,,20240728.0,348.6,3.0,72.0,3.91,1.8,1.61,2.0,195.0,26.0,22.15384615,0.006153846,162.5,0.013888889,,,,,,85.79414563914578,1.89406863125
,,,20240728.0,350.9,3.0,80.0,4.46,2.3,2.1,2.0,200.0,26.0,22.15384615,0.006153846,162.5,0.0125,,,,,,85.79414563914578,1.89406863125
,,,20240728.0,356.7,2.0,76.0,3.85,92.3,92.11,2.0,182.0,26.0,22.15384615,0.006153846,162.5,0.013157895,,,,,,85.79414563914578,1.89406863125
,,,20240728.0,407.6,3.0,86.0,2.64,16.7,16.5,1.0,110.0,26.0,22.15384615,0.006153846,162.5,0.011627907,,,,,,85.79414563914578,1.89406863125
,,,20240728.0,407.9,2.0,87.0,5.35,11.2,11.02,2.0,221.0,26.0,22.15384615,0.006153846,162.5,0.011494253,,,,,,85.79414563914578,1.89406863125
,,,20240728.0,425.3,2.0,107.0,4.15,17.4,17.18,1.0,139.0,26.0,22.15384615,0.006153846,162.5,0.009345794,,,,,,85.79414563914578,1.89406863125
,,,20240728.0,428.3,3.0,64.0,5.03,20.7,20.59,2.0,282.0,26.0,22.15384615,0.006153846,162.5,0.015625,,,,,,85.79414563914578,1.89406863125
,,,20240728.0,437.1,2.0,102.0,3.38,11.8,11.66,1.0,119.0,26.0,22.15384615,0.006153846,162.5,0.009803922,,,,,,85.79414563914578,1.89406863125
,,,,,,,,,,,,,,,,,,,,,,,
,,,20240728.0,500.6,3.0,85.0,5.3,32.3,32.02,2.0,224.0,28.0,22.23214286,0.006175595,161.9277108,0.011764706,,28.0,0.341425204,82.00917713,,82.0091775181845,1.9745071917602706
,,,20240728.0,511.8,2.0,87.0,4.12,34.7,34.58,2.0,170.0,28.0,22.23214286,0.006175595,161.9277108,0.011494253,,,,,,82.0091775181845,1.9745071917602706
,,,20240728.0,514.1,2.0,87.0,4.83,2.3,2.13,2.0,199.0,28.0,22.23214286,0.006175595,161.9277108,0.011494253,,,,,,82.0091775181845,1.9745071917602706
,,,20240728.0,527.0,2.0,92.0,5.23,12.9,12.7,2.0,204.0,28.0,22.23214286,0.006175595,161.9277108,0.010869565,,,,,,82.0091775181845,1.9745071917602706
,,,20240728.0,528.1,3.0,122.0,4.73,27.5,27.28,4.0,139.0,28.0,22.23214286,0.006175595,161.9277108,0.008196721,,,,,,82.0091775181845,1.9745071917602706
,,,20240728.0,540.3,3.0,78.0,4.02,12.2,12.06,2.0,185.0,28.0,22.23214286,0.006175595,161.9277108,0.012820513,,,,,,82.0091775181845,1.9745071917602706
,,,20240728.0,600.9,2.0,99.0,5.99,33.9,33.7,2.0,217.0,28.0,22.23214286,0.006175595,161.9277108,0.01010101,,,,,,82.0091775181845,1.9745071917602706
,,,20240728.0,603.6,3.0,70.0,3.89,23.3,23.11,2.0,200.0,28.0,22.23214286,0.006175595,161.9277108,0.014285714,,,,,,82.0091775181845,1.9745071917602706
,,,20240728.0,603.7,2.0,62.0,4.02,2.8,2.58,2.0,233.0,28.0,22.23214286,0.006175595,161.9277108,0.016129032,,,,,,82.0091775181845,1.9745071917602706
,,,20240728.0,616.9,2.0,88.0,4.6,13.2,12.97,2.0,188.0,28.0,22.23214286,0.006175595,161.9277108,0.011363636,,,,,,82.0091775181845,1.9745071917602706
,,,20240728.0,629.4,2.0,116.0,4.98,12.5,12.31,2.0,154.0,28.0,22.23214286,0.006175595,161.9277108,0.00862069,,,,,,82.0091775181845,1.9745071917602706
,,,20240728.0,727.5,3.0,78.0,5.65,83.9,83.7,4.0,260.0,28.0,22.23214286,0.006175595,161.9277108,0.012820513,,,,,,82.0091775181845,1.9745071917602706
,,,20240728.0,801.0,2.0,98.0,4.52,91.6,91.45,2.0,166.0,28.0,22.23214286,0.006175595,161.9277108,0.010204082,,,,,,82.0091775181845,1.9745071917602706
,,,20240728.0,802.6,3.0,81.0,3.91,35.1,34.84,2.0,173.0,28.0,22.23214286,0.006175595,161.9277108,0.012345679,,,,,,82.0091775181845,1.9745071917602706
,,,20240728.0,806.4,3.0,87.0,3.84,3.8,3.63,2.0,158.0,28.0,22.23214286,0.006175595,161.9277108,0.011494253,,,,,,82.0091775181845,1.9745071917602706
,,,20240728.0,815.0,3.0,73.0,3.85,8.6,8.44,2.0,189.0,28.0,22.23214286,0.006175595,161.9277108,0.01369863,,,,,,82.0091775181845,1.9745071917602706
,,,20240728.0,816.5,2.0,67.0,4.79,15.5,15.33,2.0,257.0,28.0,22.23214286,0.006175595,161.9277108,0.014925373,,,,,,82.0091775181845,1.9745071917602706
,,,20240728.0,817.6,2.0,68.0,3.99,1.1,0.84,2.0,211.0,28.0,22.23214286,0.006175595,161.9277108,0.014705882,,,,,,82.0091775181845,1.9745071917602706
,,,20240728.0,831.6,2.0,76.0,8.06,14.0,13.79,4.0,381.0,28.0,22.23214286,0.006175595,161.9277108,0.013157895,,,,,,82.0091775181845,1.9745071917602706
,,,20240728.0,836.2,2.0,80.0,4.01,4.6,4.22,1.0,180.0,28.0,22.23214286,0.006175595,161.9277108,0.0125,,,,,,82.0091775181845,1.9745071917602706
,,,20240728.0,859.4,2.0,70.0,5.23,23.2,23.02,2.0,268.0,28.0,22.23214286,0.006175595,161.9277108,0.014285714,,,,,,82.0091775181845,1.9745071917602706
,,,20240728.0,902.6,3.0,78.0,3.92,47.6,47.41,2.0,180.0,28.0,22.23214286,0.006175595,161.9277108,0.012820513,,,,,,82.0091775181845,1.9745071917602706
,,,20240728.0,909.2,2.0,75.0,3.89,9.8,9.53,2.0,186.0,28.0,22.23214286,0.006175595,161.9277108,0.013333333,,,,,,82.0091775181845,1.9745071917602706
,,,20240728.0,912.7,3.0,75.0,3.84,10.1,9.92,2.0,184.0,28.0,22.23214286,0.006175595,161.9277108,0.013333333,,,,,,82.0091775181845,1.9745071917602706
,,,20240728.0,917.8,2.0,78.0,3.77,8.6,8.41,2.0,174.0,28.0,22.23214286,0.006175595,161.9277108,0.012820513,,,,,,82.0091775181845,1.9745071917602706
,,,20240728.0,925.5,3.0,81.0,5.09,12.8,12.62,2.0,226.0,28.0,22.23214286,0.006175595,161.9277108,0.012345679,,,,,,82.0091775181845,1.9745071917602706
,,,20240728.0,931.1,3.0,88.0,4.58,5.6,5.37,2.0,187.0,28.0,22.23214286,0.006175595,161.9277108,0.011363636,,,,,,82.0091775181845,1.9745071917602706
,,,20240728.0,956.8,2.0,123.0,4.44,39.0,38.83,1.0,129.0,28.0,22.23214286,0.006175595,161.9277108,0.008130081,,,,,,82.0091775181845,1.9745071917602706
,,,,,,,,,,,,,,,,,,,,,,,
,,,20240728.0,1009.0,2.0,85.0,2.6,12.2,12.07,1.0,110.0,22.0,24.25454545,0.006737374,148.4257871,0.011764706,,,0.249419144,,,88.2049364077089,1.682737873240255
,,,20240728.0,1033.7,2.0,76.0,4.01,24.7,24.59,2.0,189.0,22.0,24.25454545,0.006737374,148.4257871,0.013157895,,,,,,88.2049364077089,1.682737873240255
,,,20240728.0,1056.2,3.0,64.0,3.84,85.1,84.91,2.0,216.0,22.0,24.25454545,0.006737374,148.4257871,0.015625,,,,,,88.2049364077089,1.682737873240255
,,,20240728.0,1115.0,2.0,78.0,2.16,41.3,41.11,1.0,99.0,22.0,24.25454545,0.006737374,148.4257871,0.012820513,,,,,,88.2049364077089,1.682737873240255
,,,20240728.0,1132.5,3.0,99.0,1.65,36.3,36.08,1.0,60.0,22.0,24.25454545,0.006737374,148.4257871,0.01010101,,,,,,88.2049364077089,1.682737873240255
,,,20240728.0,1147.3,3.0,95.0,5.07,14.8,14.74,2.0,192.0,22.0,24.25454545,0.006737374,148.4257871,0.010526316,,,,,,88.2049364077089,1.682737873240255
,,,20240728.0,1159.4,2.0,100.0,5.25,44.4,44.3,2.0,189.0,22.0,24.25454545,0.006737374,148.4257871,0.01,,,,,,88.2049364077089,1.682737873240255
,,,20240728.0,1200.8,2.0,98.0,4.62,1.4,1.21,2.0,169.0,22.0,24.25454545,0.006737374,148.4257871,0.010204082,,,,,,88.2049364077089,1.682737873240255
,,,20240728.0,1229.1,3.0,70.0,4.04,41.8,41.61,1.0,207.0,22.0,24.25454545,0.006737374,148.4257871,0.014285714,,,,,,88.2049364077089,1.682737873240255
,,,20240728.0,1230.5,2.0,83.0,3.93,29.7,29.53,2.0,170.0,22.0,24.25454545,0.006737374,148.4257871,0.012048193,,,,,,88.2049364077089,1.682737873240255
,,,20240728.0,1242.8,3.0,104.0,4.79,13.7,13.49,2.0,165.0,22.0,24.25454545,0.006737374,148.4257871,0.009615385,,,,,,88.2049364077089,1.682737873240255
,,,20240728.0,1255.4,3.0,90.0,3.84,12.6,12.43,2.0,153.0,22.0,24.25454545,0.006737374,148.4257871,0.011111111,,,,,,88.2049364077089,1.682737873240255
,,,20240728.0,1315.0,2.0,100.0,4.0,44.5,44.33,2.0,144.0,22.0,24.25454545,0.006737374,148.4257871,0.01,,,,,,88.2049364077089,1.682737873240255
,,,20240728.0,1325.6,3.0,93.0,3.98,30.2,30.05,2.0,154.0,22.0,24.25454545,0.006737374,148.4257871,0.010752688,,,,,,88.2049364077089,1.682737873240255
,,,20240728.0,1328.3,2.0,105.0,4.74,13.3,13.16,2.0,162.0,22.0,24.25454545,0.006737374,148.4257871,0.00952381,,,,,,88.2049364077089,1.682737873240255
,,,20240728.0,1338.6,3.0,74.0,4.97,13.0,12.85,2.0,241.0,22.0,24.25454545,0.006737374,148.4257871,0.013513514,,,,,,88.2049364077089,1.682737873240255
,,,20240728.0,1343.2,2.0,92.0,4.07,14.9,14.74,2.0,159.0,22.0,24.25454545,0.006737374,148.4257871,0.010869565,,,,,,88.2049364077089,1.682737873240255
,,,20240728.0,1350.6,2.0,114.0,2.21,7.4,7.24,1.0,69.0,22.0,24.25454545,0.006737374,148.4257871,0.00877193,,,,,,88.2049364077089,1.682737873240255
,,,20240728.0,1415.2,3.0,70.0,3.77,36.6,36.36,2.0,193.0,22.0,24.25454545,0.006737374,148.4257871,0.014285714,,,,,,88.2049364077089,1.682737873240255
,,,20240728.0,1417.7,3.0,78.0,5.79,2.5,2.31,4.0,267.0,22.0,24.25454545,0.006737374,148.4257871,0.012820513,,,,,,88.2049364077089,1.682737873240255
,,,20240728.0,1426.9,3.0,114.0,6.04,9.2,8.93,2.0,190.0,22.0,24.25454545,0.006737374,148.4257871,0.00877193,,,,,,88.2049364077089,1.682737873240255
,,,20240728.0,1430.9,3.0,113.0,4.4,4.0,3.81,2.0,140.0,22.0,24.25454545,0.006737374,148.4257871,0.008849558,,,,,,88.2049364077089,1.682737873240255
,,,,,,,,,,,,,,,,,,,,,,,
,,,20240728.0,1505.1,3.0,55.0,4.44,34.2,34.06,2.0,290.0,23.0,28.21304348,0.007836957,127.6005548,0.018181818,,,,,,75.49949555340305,1.6900848656630336
,,,20240728.0,1522.5,3.0,70.0,5.82,17.4,17.11,4.0,299.0,23.0,28.21304348,0.007836957,127.6005548,0.014285714,,,,,,75.49949555340305,1.6900848656630336
,,,20240728.0,1530.0,2.0,79.0,4.01,99.4,99.33,2.0,182.0,23.0,28.21304348,0.007836957,127.6005548,0.012658228,,,,,,75.49949555340305,1.6900848656630336
,,,20240728.0,1533.9,3.0,99.0,5.15,11.4,11.1,2.0,187.0,23.0,28.21304348,0.007836957,127.6005548,0.01010101,,,,,,75.49949555340305,1.6900848656630336
,,,20240728.0,1534.4,2.0,64.0,4.04,4.4,4.22,2.0,227.0,23.0,28.21304348,0.007836957,127.6005548,0.015625,,,,,,75.49949555340305,1.6900848656630336
,,,20240728.0,1537.1,2.0,79.0,4.05,2.7,2.47,2.0,184.0,23.0,28.21304348,0.007836957,127.6005548,0.012658228,,,,,,75.49949555340305,1.6900848656630336
,,,20240728.0,1559.8,3.0,94.0,4.44,25.9,25.71,2.0,170.0,23.0,28.21304348,0.007836957,127.6005548,0.010638298,,,,,,75.49949555340305,1.6900848656630336
,,,20240728.0,1600.9,2.0,79.0,3.98,23.8,23.62,2.0,181.0,23.0,28.21304348,0.007836957,127.6005548,0.012658228,,,,,,75.49949555340305,1.6900848656630336
,,,20240728.0,1612.6,3.0,63.0,3.9,12.8,12.63,2.0,222.0,23.0,28.21304348,0.007836957,127.6005548,0.015873016,,,,,,75.49949555340305,1.6900848656630336
,,,20240728.0,1651.8,2.0,81.0,3.92,50.9,50.72,2.0,174.0,23.0,28.21304348,0.007836957,127.6005548,0.012345679,,,,,,75.49949555340305,1.6900848656630336
,,,20240728.0,1657.6,2.0,85.0,1.66,5.8,5.63,1.0,70.0,23.0,28.21304348,0.007836957,127.6005548,0.011764706,,,,,,75.49949555340305,1.6900848656630336
,,,20240728.0,1735.9,2.0,89.0,4.0,38.3,38.23,2.0,161.0,23.0,28.21304348,0.007836957,127.6005548,0.011235955,,,,,,75.49949555340305,1.6900848656630336
,,,20240728.0,1751.3,3.0,61.0,4.72,98.7,98.48,2.0,278.0,23.0,28.21304348,0.007836957,127.6005548,0.016393443,,,,,,75.49949555340305,1.6900848656630336
,,,20240728.0,1801.5,3.0,91.0,3.94,10.2,9.92,2.0,155.0,23.0,28.21304348,0.007836957,127.6005548,0.010989011,,,,,,75.49949555340305,1.6900848656630336
,,,20240728.0,1832.8,3.0,70.0,3.97,31.3,31.14,2.0,204.0,23.0,28.21304348,0.007836957,127.6005548,0.014285714,,,,,,75.49949555340305,1.6900848656630336
,,,20240728.0,1846.2,2.0,95.0,3.43,70.3,70.14,1.0,129.0,23.0,28.21304348,0.007836957,127.6005548,0.010526316,,,,,,75.49949555340305,1.6900848656630336
,,,20240728.0,1852.5,3.0,71.0,1.96,19.7,19.5,1.0,99.0,23.0,28.21304348,0.007836957,127.6005548,0.014084507,,,,,,75.49949555340305,1.6900848656630336
,,,20240728.0,1921.3,2.0,83.0,4.39,35.1,34.97,2.0,190.0,23.0,28.21304348,0.007836957,127.6005548,0.012048193,,,,,,75.49949555340305,1.6900848656630336
,,,20240728.0,1922.0,3.0,77.0,4.48,29.5,29.4,2.0,209.0,23.0,28.21304348,0.007836957,127.6005548,0.012987013,,,,,,75.49949555340305,1.6900848656630336
,,,20240728.0,1927.4,3.0,82.0,3.84,5.4,5.19,2.0,168.0,23.0,28.21304348,0.007836957,127.6005548,0.012195122,,,,,,75.49949555340305,1.6900848656630336
,,,20240728.0,1933.8,3.0,67.0,3.95,6.4,6.23,2.0,212.0,23.0,28.21304348,0.007836957,127.6005548,0.014925373,,,,,,75.49949555340305,1.6900848656630336
,,,20240728.0,1946.3,3.0,62.0,1.73,12.5,12.29,1.0,100.0,23.0,28.21304348,0.007836957,127.6005548,0.016129032,,,,,,75.49949555340305,1.6900848656630336
,,,20240728.0,1949.1,3.0,83.0,4.46,2.8,2.7,2.0,193.0,23.0,28.21304348,0.007836957,127.6005548,0.012048193,,,,,,75.49949555340305,1.6900848656630336
,,,,,,,,,,,,,,,,,,,,,,,
,,,20240728.0,2005.9,3.0,60.0,4.49,16.8,16.61,2.0,269.0,25.0,25.496,0.007082222,141.1986194,0.016666667,,,,,,75.81001998076178,1.862532412415032
,,,20240728.0,2007.1,2.0,106.0,5.05,45.8,45.61,2.0,171.0,25.0,25.496,0.007082222,141.1986194,0.009433962,,,,,,75.81001998076178,1.862532412415032
,,,20240728.0,2019.2,2.0,81.0,4.7,12.1,11.93,2.0,208.0,25.0,25.496,0.007082222,141.1986194,0.012345679,,,,,,75.81001998076178,1.862532412415032
,,,20240728.0,2023.9,2.0,82.0,3.79,4.7,4.49,2.0,166.0,25.0,25.496,0.007082222,141.1986194,0.012195122,,,,,,75.81001998076178,1.862532412415032
,,,20240728.0,2040.1,3.0,53.0,3.99,34.2,33.93,2.0,271.0,25.0,25.496,0.007082222,141.1986194,0.018867925,,,,,,75.81001998076178,1.862532412415032
,,,20240728.0,2043.7,2.0,74.0,4.13,19.8,19.63,2.0,200.0,25.0,25.496,0.007082222,141.1986194,0.013513514,,,,,,75.81001998076178,1.862532412415032
,,,20240728.0,2046.9,2.0,84.0,5.38,3.2,3.0,2.0,230.0,25.0,25.496,0.007082222,141.1986194,0.011904762,,,,,,75.81001998076178,1.862532412415032
,,,20240728.0,2118.5,3.0,82.0,4.26,38.4,38.13,2.0,187.0,25.0,25.496,0.007082222,141.1986194,0.012195122,,,,,,75.81001998076178,1.862532412415032
,,,20240728.0,2134.2,3.0,78.0,7.98,15.7,15.51,4.0,368.0,25.0,25.496,0.007082222,141.1986194,0.012820513,,,,,,75.81001998076178,1.862532412415032
,,,20240728.0,2136.4,2.0,83.0,3.87,49.5,49.27,2.0,167.0,25.0,25.496,0.007082222,141.1986194,0.012048193,,,,,,75.81001998076178,1.862532412415032
,,,20240728.0,2151.5,2.0,129.0,4.7,15.1,14.93,2.0,131.0,25.0,25.496,0.007082222,141.1986194,0.007751938,,,,,,75.81001998076178,1.862532412415032
,,,20240728.0,2155.2,3.0,83.0,4.59,21.0,20.63,2.0,199.0,25.0,25.496,0.007082222,141.1986194,0.012048193,,,,,,75.81001998076178,1.862532412415032
,,,20240728.0,2204.5,2.0,77.0,4.74,13.0,12.87,2.0,221.0,25.0,25.496,0.007082222,141.1986194,0.012987013,,,,,,75.81001998076178,1.862532412415032
,,,20240728.0,2223.2,3.0,99.0,4.41,28.0,27.8,1.0,160.0,25.0,25.496,0.007082222,141.1986194,0.01010101,,,,,,75.81001998076178,1.862532412415032
,,,20240728.0,2238.5,2.0,104.0,5.0,34.0,33.78,2.0,173.0,25.0,25.496,0.007082222,141.1986194,0.009615385,,,,,,75.81001998076178,1.862532412415032
,,,20240728.0,2252.7,3.0,70.0,4.74,29.5,29.34,2.0,243.0,25.0,25.496,0.007082222,141.1986194,0.014285714,,,,,,75.81001998076178,1.862532412415032
,,,20240728.0,2255.3,3.0,69.0,5.3,2.6,2.36,2.0,276.0,25.0,25.496,0.007082222,141.1986194,0.014492754,,,,,,75.81001998076178,1.862532412415032
,,,20240728.0,2302.1,2.0,71.0,4.03,23.6,23.43,2.0,204.0,25.0,25.496,0.007082222,141.1986194,0.014084507,,,,,,75.81001998076178,1.862532412415032
,,,20240728.0,2304.9,2.0,67.0,4.88,2.8,2.6,2.0,262.0,25.0,25.496,0.007082222,141.1986194,0.014925373,,,,,,75.81001998076178,1.862532412415032
,,,20240728.0,2341.6,3.0,66.0,4.57,46.3,46.02,2.0,249.0,25.0,25.496,0.007082222,141.1986194,0.015151515,,,,,,75.81001998076178,1.862532412415032
,,,20240728.0,2355.2,2.0,75.0,3.8,50.3,50.04,2.0,182.0,25.0,25.496,0.007082222,141.1986194,0.013333333,,,,,,75.81001998076178,1.862532412415032
,,,20240728.0,2434.4,3.0,65.0,3.82,52.8,52.55,2.0,211.0,25.0,25.496,0.007082222,141.1986194,0.015384615,,,,,,75.81001998076178,1.862532412415032
,,,20240728.0,2444.9,3.0,78.0,4.01,10.5,10.29,2.0,185.0,25.0,25.496,0.007082222,141.1986194,0.012820513,,,,,,75.81001998076178,1.862532412415032
,,,20240728.0,2452.5,3.0,67.0,5.12,7.6,7.41,2.0,275.0,25.0,25.496,0.007082222,141.1986194,0.014925373,,,,,,75.81001998076178,1.862532412415032
,,,20240728.0,2455.3,2.0,63.0,5.71,60.1,59.92,4.0,326.0,25.0,25.496,0.007082222,141.1986194,0.015873016,,,,,,75.81001998076178,1.862532412415032
,,,,,,,,,,,,,,,,,,,,,,,
,,,20240728.0,2510.4,2.0,101.0,6.34,15.1,14.77,2.0,225.0,17.0,33.18235294,0.00921732,108.4914022,0.00990099,,,,,,78.24852370926817,1.386497751741605
,,,20240728.0,2512.5,2.0,66.0,3.96,2.1,1.87,2.0,216.0,17.0,33.18235294,0.00921732,108.4914022,0.015151515,,,,,,78.24852370926817,1.386497751741605
,,,20240728.0,2527.0,2.0,78.0,4.47,14.5,14.28,2.0,206.0,17.0,33.18235294,0.00921732,108.4914022,0.012820513,,,,,,78.24852370926817,1.386497751741605
,,,20240728.0,2533.2,2.0,64.0,3.96,6.2,5.99,2.0,222.0,17.0,33.18235294,0.00921732,108.4914022,0.015625,,,,,,78.24852370926817,1.386497751741605
,,,20240728.0,2540.5,2.0,77.0,5.28,7.3,7.08,2.0,246.0,17.0,33.18235294,0.00921732,108.4914022,0.012987013,,,,,,78.24852370926817,1.386497751741605
,,,20240728.0,2558.7,2.0,108.0,4.63,18.2,17.95,2.0,154.0,17.0,33.18235294,0.00921732,108.4914022,0.009259259,,,,,,78.24852370926817,1.386497751741605
,,,20240728.0,2601.5,2.0,113.0,5.63,2.8,2.65,2.0,179.0,17.0,33.18235294,0.00921732,108.4914022,0.008849558,,,,,,78.24852370926817,1.386497751741605
,,,20240728.0,2610.9,3.0,68.0,1.14,78.4,78.12,1.0,60.0,17.0,33.18235294,0.00921732,108.4914022,0.014705882,,,,,,78.24852370926817,1.386497751741605
,,,20240728.0,2639.3,2.0,66.0,5.12,37.8,37.62,2.0,279.0,17.0,33.18235294,0.00921732,108.4914022,0.015151515,,,,,,78.24852370926817,1.386497751741605
,,,20240728.0,2651.6,2.0,99.0,4.65,12.3,12.02,4.0,169.0,17.0,33.18235294,0.00921732,108.4914022,0.01010101,,,,,,78.24852370926817,1.386497751741605
,,,20240728.0,2730.6,3.0,83.0,4.54,79.7,79.64,2.0,196.0,17.0,33.18235294,0.00921732,108.4914022,0.012048193,,,,,,78.24852370926817,1.386497751741605
,,,20240728.0,2737.1,2.0,76.0,3.94,45.5,45.33,2.0,186.0,17.0,33.18235294,0.00921732,108.4914022,0.013157895,,,,,,78.24852370926817,1.386497751741605
,,,20240728.0,2749.7,3.0,70.0,4.4,19.1,18.9,2.0,226.0,17.0,33.18235294,0.00921732,108.4914022,0.014285714,,,,,,78.24852370926817,1.386497751741605
,,,20240728.0,2843.3,3.0,60.0,3.99,53.6,53.37,2.0,239.0,17.0,33.18235294,0.00921732,108.4914022,0.016666667,,,,,,78.24852370926817,1.386497751741605
,,,20240728.0,2904.2,2.0,88.0,5.3,87.1,86.91,2.0,216.0,17.0,33.18235294,0.00921732,108.4914022,0.011363636,,,,,,78.24852370926817,1.386497751741605
,,,20240728.0,2913.8,2.0,82.0,5.54,9.6,9.38,2.0,243.0,17.0,33.18235294,0.00921732,108.4914022,0.012195122,,,,,,78.24852370926817,1.386497751741605
,,,20240728.0,2958.1,3.0,77.0,5.54,74.8,74.56,2.0,259.0,17.0,33.18235294,0.00921732,108.4914022,0.012987013,,,,,,78.24852370926817,1.386497751741605
,,,,,,,,,,,,,,,,,,,,,,,
,,,20240728.0,3020.5,2.0,83.0,3.84,66.7,66.46,2.0,166.0,20.0,28.95,0.008041667,124.3523316,0.012048193,,,,,,80.06464771941316,1.5531490506995445
,,,20240728.0,3034.4,3.0,106.0,5.03,36.3,36.04,4.0,170.0,20.0,28.95,0.008041667,124.3523316,0.009433962,,,,,,80.06464771941316,1.5531490506995445
,,,20240728.0,3036.3,3.0,78.0,5.19,1.9,1.73,2.0,239.0,20.0,28.95,0.008041667,124.3523316,0.012820513,,,,,,80.06464771941316,1.5531490506995445
,,,20240728.0,3136.7,3.0,50.0,4.0,60.4,60.16,2.0,288.0,20.0,28.95,0.008041667,124.3523316,0.02,,,,,,80.06464771941316,1.5531490506995445
,,,20240728.0,3202.4,3.0,103.0,4.5,25.7,25.41,2.0,157.0,20.0,28.95,0.008041667,124.3523316,0.009708738,,,,,,80.06464771941316,1.5531490506995445
,,,20240728.0,3214.5,3.0,92.0,5.27,12.1,11.94,2.0,206.0,20.0,28.95,0.008041667,124.3523316,0.010869565,,,,,,80.06464771941316,1.5531490506995445
,,,20240728.0,3215.7,2.0,93.0,3.83,115.2,115.03,2.0,148.0,20.0,28.95,0.008041667,124.3523316,0.010752688,,,,,,80.06464771941316,1.5531490506995445
,,,20240728.0,3219.8,3.0,82.0,3.83,5.3,5.09,2.0,168.0,20.0,28.95,0.008041667,124.3523316,0.012195122,,,,,,80.06464771941316,1.5531490506995445
